Image,Exercise,rhead,chead,rlelbow,clelbow,rrelbow,crelbow,rlhand,clhand,rrhand,crhand,rhip,chip,rlknee,clknee,rrknee,crknee,rlfoot,clfoot,rrfoot,crfoot
karthik_lunges 018,lunge,317,450,233,633,384,620,238,734,396,735,319,690,263,806,345,811,225,979,338,857
karthik_lunges_2 058,lunge,473,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
karthik_lunges 047,lunge,303,412,227,591,361,583,213,696,369,688,301,656,256,764,308,774,237,877,293,894
karthik_lunges 065,lunge,314,477,234,649,372,637,231,748,380,748,318,715,268,827,327,824,251,995,315,906
003 020,lunge,463,479,445,657,445,657,487,759,487,759,423,675,409,821,563,727,269,833,579,859
karthik_lunges 090,lunge,299,612,201,796,367,781,167,914,381,899,305,823,250,885,315,941,258,1038,310,897
karthik_lunges 080,lunge,320,529,226,703,369,690,213,795,378,781,302,759,254,854,327,875,243,1042,323,898
karthik_lunges 043,lunge,261,583,169,768,339,752,153,889,348,875,272,805,225,864,298,933,213,1046,285,888
005 052,lunge,383,547,331,709,331,709,377,805,377,805,355,755,457,827,347,899,529,967,231,989
5 043.jpg,lunge,135,248,265,279,253,226,335,238,325,209,301,236,389,241,384,232,488,260,468,249
4 10.jpg,lunge,64,129,206,181,212,94,288,184,305,102,258,143,343,168,344,122,441,181,427,133
003 049,lunge,469,513,423,681,423,681,459,773,459,773,439,711,395,845,567,749,257,849,557,895
karthik_lunges_3 014,lunge,393,366,323,537,454,527,332,642,458,635,373,605,353,724,414,723,355,797,423,882
karthik_lunges_3 036,lunge,390,493,319,676,447,651,318,788,459,781,369,717,343,851,405,776,352,792,397,932
6 013.jpg,lunge,199,143,344,157,309,151,424,136,340,78,345,171,462,151,358,71,471,251,451,97
karthik_lunges 059,lunge,300,421,228,597,370,583,230,699,376,696,308,661,265,773,319,774,265,886,306,895
karthik_lunges_2 063,lunge,203,522,239,675,239,675,201,785,238,781,281,727,123,718,291,852,123,867,450,853
karthik_lunges 005,lunge,322,397,240,555,385,553,233,662,395,660,306,624,261,746,337,743,235,899,329,847
5 048.jpg,lunge,158,221,304,232,287,178,382,207,349,142,321,202,432,216,391,126,489,269,483,84
karthik_lunges_2 042,lunge,423,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
003 031,lunge,291,393,251,557,251,557,301,663,301,663,251,617,245,763,343,723,223,883,371,865
karthik_lunges_2 021,lunge,452,337,462,533,462,533,443,673,443,637,439,637,347,736,452,748,267,844,486,874
karthik_lunges_2 029,lunge,416,343,448,549,420,571,472,679,416,685,412,645,318,737,414,733,201,813,488,867
4 40.jpg,lunge,91,169,245,220,242,111,328,217,322,128,290,170,368,197,389,138,403,183,528,135
karthik_lunges 003,lunge,326,368,263,527,388,529,254,638,391,643,326,602,282,718,352,722,273,844,342,850
005 065,lunge,269,439,239,607,239,607,277,709,277,709,255,667,321,777,259,811,293,915,247,947
karthik_lunges 035,lunge,284,576,189,762,352,747,183,857,355,874,288,807,228,876,309,924,233,1024,309,859
005 089,lunge,407,471,375,645,370,645,427,741,427,741,405,697,509,797,389,833,583,901,285,933
karthik_lunges 073,lunge,275,660,202,803,367,792,188,946,371,918,298,845,240,885,318,958,246,1056,314,906
karthik_lunges 021,lunge,328,394,355,569,385,553,249,663,401,659,323,635,290,733,347,740,285,855,340,867
karthik_lunges 016,lunge,272,586,176,764,347,753,160,892,354,873,285,807,205,858,319,930,213,1012,314,869
5 008.jpg,lunge,175,154,302,185,293,138,368,141,355,133,330,155,414,126,422,159,524,68,492,189
karthik_lunges_2 079,lunge,241,508,275,647,293,655,223,760,267,761,291,709,140,715,327,834,128,843,476,849
karthik_lunges_2 039,lunge,220,481,229,656,229,656,202,787,247,776,265,725,102,707,286,838,110,862,430,842
karthik_lunges 025,lunge,241,592,145,786,325,763,131,910,343,881,251,824,196,884,279,942,202,1037,280,889
karthik_lunges_3 038,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
karthik_lunges_3 024,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
karthik_lunges 048,lunge,312,391,234,559,373,552,233,667,372,652,299,630,259,734,325,735,255,857,297,867
5 032.jpg,lunge,144,246,276,282,271,228,347,244,336,216,323,243,402,241,393,259,500,264,480,263
karthik_lunges 001,lunge,326,368,263,527,388,529,254,638,391,643,326,602,282,718,352,722,273,844,342,850
003 030,lunge,277,387,235,551,235,551,287,661,287,661,231,613,229,739,287,731,223,877,235,877
003 004,lunge,335,383,287,541,287,541,321,655,321,655,313,609,303,729,389,711,255,851,469,837
karthik_lunges_2 004,lunge,473,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
005 054,lunge,463,615,419,771,419,771,473,875,473,875,419,815,551,833,395,957,521,955,247,959
karthik_lunges 040,lunge,312,391,234,559,373,552,233,667,372,652,299,630,259,734,325,735,255,857,297,867
karthik_lunges_2 036,lunge,454,318,472,526,472,526,451,661,451,661,497,607,375,706,459,729,370,865,493,866
karthik_lunges 006,lunge,263,480,175,647,340,637,164,760,349,734,261,711,208,825,302,818,190,1003,318,849
6 038.jpg,lunge,83,259,233,272,203,253,316,243,294,225,264,280,387,259,380,251,486,267,467,254
4 35.jpg,lunge,78,150,213,203,223,104,290,194,301,119,256,156,355,180,346,143,483,187,403,146
005 086,lunge,549,571,511,739,511,739,549,841,549,841,511,773,639,771,459,923,627,919,319,915
karthik_lunges_2 059,lunge,473,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
6 049.jpg,lunge,83,275,241,285,228,268,318,259,298,238,281,294,391,275,386,263,493,275,468,268
karthik_lunges_2 011,lunge,473,336,463,536,499,532,420,656,530,641,503,619,465,751,475,762,481,922,487,881
5 033.jpg,lunge,145,268,274,302,266,243,348,275,331,229,322,256,399,272,401,252,498,273,478,262
karthik_lunges 086,lunge,330,410,258,586,383,579,251,687,392,683,326,643,292,755,339,755,262,878,320,875
karthik_lunges_2 047,lunge,194,492,232,665,232,665,193,786,230,789,261,745,96,725,291,851,106,860,430,843
005 062,lunge,261,455,235,613,235,613,275,715,275,715,233,667,249,813,233,819,239,939,249,957
6 030.jpg,lunge,192,106,325,95,315,130,357,26,399,123,339,140,380,39,448,135,471,70,441,232
karthik_lunges_3 073,lunge,355,466,291,627,432,612,292,746,447,722,347,675,33,801,386,751,334,798,377,930
5 022.jpg,lunge,151,251,287,288,276,225,356,264,341,219,325,243,412,259,397,239,503,261,483,246
karthik_lunges 034,lunge,269,564,170,759,347,750,160,875,366,857,277,802,222,861,304,912,221,1027,298,856
005 100,lunge,479,533,449,693,449,693,505,789,505,789,451,739,575,781,435,893,587,921,301,929
karthik_lunges_3 013,lunge,396,466,332,654,472,638,336,775,487,762,388,706,356,825,415,767,356,805,411,930
005 075,lunge,353,447,315,609,315,609,359,717,359,717,335,677,417,761,333,801,427,913,273,929
6 005.jpg,lunge,107,207,253,232,249,204,342,202,310,173,294,228,403,220,369,170,506,238,472,192
karthik_lunges_2 049,lunge,473,336,499,530,499,530,388,671,414,661,448,634,334,729,428,738,364,882,479,876
karthik_lunges_2 069,lunge,411,392,438,580,438,580,439,690,439,693,401,636,290,738,420,760,188,842,476,886
karthik_lunges_3 033,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
5 018.jpg,lunge,170,217,295,247,290,192,356,194,352,179,344,201,410,171,420,224,516,126,479,250
karthik_lunges_2 080,lunge,402,388,412,579,412,579,373,716,373,716,368,626,276,737,407,759,157,837,496,880
karthik_lunges_3 034,lunge,372,339,315,513,436,504,313,621,433,610,359,567,339,696,387,690,344,790,400,840
5 019.jpg,lunge,268,112,400,126,381,97,440,48,471,92,403,132,459,39,499,154,558,62,479,250
003 001,lunge,317,363,269,441,269,441,259,535,259,535,263,597,245,715,307,719,237,861,287,875
6 028.jpg,lunge,114,213,259,203,239,223,320,148,319,201,283,213,374,120,401,205,472,71,463,246
karthik_lunges 088,lunge,322,449,244,613,388,602,240,726,395,714,321,679,274,779,330,779,264,932,319,892
005 064,lunge,259,445,235,607,235,607,285,699,285,699,231,669,267,791,233,811,225,925,239,947
005 091,lunge,323,435,289,613,289,613,333,715,333,715,309,667,373,779,309,805,343,913,295,945
karthik_lunges 099,lunge,347,427,275,590,407,583,261,689,408,693,324,662,285,771,341,767,272,877,331,878
6 043.jpg,lunge,87,259,232,276,222,258,310,245,295,232,270,279,390,271,385,253,489,279,470,265
karthik_lunges_2 034,lunge,473,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
karthik_lunges_2 007,lunge,296,468,312,644,395,622,334,769,391,739,350,726,205,701,356,809,185,839,499,867
karthik_lunges_3 047,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
6 022.jpg,lunge,92,251,245,259,230,233,324,225,295,187,267,264,388,230,349,178,488,247,455,179
karthik_lunges 062,lunge,304,586,194,759,363,749,177,885,378,871,291,810,242,880,311,924,243,1070,305,896
karthik_lunges_2 005,lunge,476,337,476,520,476,520,412,645,412,645,493,623,423,742,488,739,479,901,490,897
003 033,lunge,387,471,343,635,343,635,379,745,379,745,355,669,351,793,473,745,247,863,543,893
005 076,lunge,327,429,285,593,285,593,317,705,317,705,305,663,349,775,303,801,299,911,273,927
karthik_lunges_2 041,lunge,398,339,436,519,436,519,435,670,435,670,454,611,355,713,439,732,355,882,487,881
karthik_lunges 007,lunge,243,577,148,761,329,735,120,892,349,844,257,798,195,849,299,903,192,1005,319,830
karthik_lunges_3 061,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
5 024.jpg,lunge,257,131,394,160,361,106,467,141,406,54,406,131,513,165,426,50,503,261,517,76
4 03.jpg,lunge,85,170,235,218,237,106,317,214,321,121,277,163,378,183,397,130,436,172,531,123
karthik_lunges_3 005,lunge,363,578,301,709,445,683,310,834,474,811,363,754,333,882,421,797,340,815,404,973
003 022,lunge,479,495,443,677,443,677,475,775,475,775,429,693,389,835,565,737,257,829,557,865
karthik_lunges 100,lunge,341,420,261,575,397,589,252,692,409,689,339,656,276,782,336,767,365,930,327,874
karthik_lunges 074,lunge,309,488,236,653,383,642,226,757,399,752,325,723,277,821,333,841,262,996,332,892
karthik_lunges_2 057,lunge,426,355,399,529,399,528,379,690,379,690,456,627,334,737,420,737,350,879,503,878
6 039.jpg,lunge,92,233,235,236,216,225,302,188,318,230,266,248,359,180,389,232,472,139,465,267
005 095,lunge,295,437,263,601,263,601,293,711,293,711,277,661,319,779,287,803,287,930,287,937
karthik_lunges_2 054,lunge,237,457,279,647,279,647,261,783,261,783,312,724,154,715,304,829,134,853,453,842
003 040,lunge,299,423,267,575,267,575,305,679,305,679,281,631,263,769,323,747,225,895,281,891
karthik_lunges_3 071,lunge,370,397,296,575,433,550,306,675,444,658,352,62,333,743,384,726,343,806,389,904
karthik_lunges_2 032,lunge,291,438,262,641,262,641,239,755,239,755,307,702,144,703,333,802,128,851,472,858
6 035.jpg,lunge,183,132,329,132,290,139,402,116,332,67,335,161,462,141,354,65,454,251,441,96
karthik_lunges 020,lunge,328,394,355,569,385,553,249,663,401,659,323,635,290,733,347,740,285,855,340,867
karthik_lunges_3 069,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
5 036.jpg,lunge,238,146,366,165,348,121,448,145,387,62,379,134,497,166,403,57,498,273,506,75
4 17.jpg,lunge,139,183,286,230,290,124,374,208,391,138,333,178,432,199,421,143,564,190,428,154
003 041,lunge,279,409,243,565,243,565,291,673,291,673,249,611,249,761,249,761,239,903,203,907
karthik_lunges_3 003,lunge,373,527,294,651,442,653,298,766,447,755,361,712,330,849,411,780,340,821,411,969
003 048,lunge,407,473,367,629,367,629,403,735,403,735,381,677,371,807,499,753,241,871,559,895
karthik_lunges_2 026,lunge,473,336,499,532,499,532,417,647,417,647,497,627,465,751,475,762,481,922,487,881
003 046,lunge,293,409,265,565,265,565,305,675,305,675,269,631,263,777,359,741,235,895,435,869
karthik_lunges_3 031,lunge,396,330,3188,487,454,494,318,596,448,608,386,567,355,675,410,679,359,800,421,797
karthik_lunges 060,lunge,300,421,228,597,370,583,230,699,376,696,308,661,265,773,319,774,265,886,306,895
karthik_lunges 089,lunge,319,531,219,696,384,695,202,787,390,792,309,772,267,848,324,879,252,1038,319,906
karthik_lunges_3 007,lunge,327,372,297,530,428,497,301,643,465,610,365,581,334,700,392,710,331,818,397,829
karthik_lunges 091,lunge,299,612,201,796,367,781,167,914,381,899,305,823,250,885,315,941,258,1038,310,897
karthik_lunges_3 044,lunge,350,492,296,665,436,647,292,784,451,769,354,710,338,837,383,745,342,788,377,933
